306 [5, 8] 62.765000000000015 54 258738 16199
307 [3, 8] 68.05000000000001 51 258789 16200
308 [5, 8] 51.80000000000001 46 258859 16204
309 [5, 8] 79.03500000000001 46 258919 16207
310 [3, 8] 49.99500000000002 48 258967 16208
311 [5, 8] 46.96000000000001 50 259126 16214
312 [5, 8] 81.00999999999998 48 259356 16224
313 [5, 8] 69.82000000000001 44 259421 16227
314 [3, 8] 55.095000000000006 52 259530 16230
315 [5, 8] 59.15500000000001 51 259581 16231
316 [3, 8] 45.25 56 259637 16232
317 [3, 8] 40.150000000000006 52 259689 16233
318 [5, 8] 62.225000000000016 54 259743 16234
319 [5, 8] 23.299999999999997 58 259989 16243
320 [5, 8] 45.25500000000001 57 260046 16244
321 [0, 7] 51.02500000000001 50 260096 16245
322 [0, 5] 34.78 47 260169 16248
323 [5, 8] 44.255 57 260399 16254
324 [5, 8] 43.349999999999994 56 260528 16257
325 [2, 8] 68.875 44 260572 16258
326 [5, 8] 46.205 56 260827 16265
327 [4, 8] 23.1 54 260913 16267
328 [4, 8] 45.894999999999996 47 260960 16268
329 [5, 8] 62.83500000000001 44 261044 16271
330 [2, 8] 45.18500000000001 57 261157 16274
331 [5, 8] 44.930000000000014 54 261253 16277
332 [0, 7] 30.060000000000013 51 261341 16280
333 [5, 8] 79.02999999999999 46 261439 16282
334 [4, 8] 61.17500000000001 54 261570 16286
335 [5, 8] 44.84000000000001 55 261659 16288
336 [3, 8] 51.13000000000001 51 262056 16303
337 [2, 8] 44.85 47 262114 16305
338 [5, 8] 47.955000000000005 46 262256 16308
339 [5, 8] 40.629999999999995 42 262442 16314
340 [2, 8] 58.910000000000004 46 262681 16320
341 [4, 8] 23.62 69 262750 16321
342 [0, 5] 36.69 44 262872 16325
343 [4, 8] 59.89500000000001 46 263048 16330
344 [4, 8] 19.32 60 263416 16341
345 [4, 8] 55.98500000000001 48 263514 16343
346 [5, 8] 52.25 59 263788 16346
347 [4, 8] 58.255 53 263874 16348
348 [5, 8] 59.050000000000004 47 263976 16351
349 [0, 6] 44.97500000000001 50 264026 16352
350 [0, 7] 20.735 46 264208 16359
351 [3, 8] 47.095 52 264790 16374
352 [5, 8] 80.94500000000001 44 264924 16378
353 [4, 8] 54.26000000000001 52 265211 16387
354 [4, 8] 74.275 56 266173 16406
355 [5, 8] 22.439999999999998 61 266270 16408
356 [5, 8] 45.370000000000005 57 266330 16410
357 [0, 7] 51.68500000000001 44 266374 16411
358 [4, 8] 6.594999999999996 70 266626 16416
359 [5, 8] 40.675 44 266684 16418
360 [5, 8] 59.715 47 266745 16420
361 [5, 8] 31.35 61 266859 16425
362 [3, 8] 78.20500000000001 54 267034 16434
363 [3, 8] -33.735 113 267216 16437
364 [4, 8] 60.31000000000001 62 267414 16441
365 [4, 8] 48.47 42 267583 16446
366 [5, 8] 77.175 52 267676 16449
367 [4, 8] 57.955000000000005 46 267878 16455
368 [5, 8] 22.340000000000003 73 268010 16458
369 [2, 8] -38.32499999999998 139 268159 16460
370 [5, 8] 80.975 46 268219 16462
371 [0, 7] 48.05500000000001 50 268442 16467
372 [5, 8] 74.32000000000001 56 268501 16469
373 [2, 8] 59.59 44 268545 16470
374 [5, 8] 45.190000000000005 54 268839 16478
375 [5, 8] 47.12000000000001 50 268892 16480
376 [4, 8] 57.91000000000001 46 268960 16482
377 [5, 8] 79.09499999999998 50 269069 16486
378 [5, 8] 60.64 40 269109 16487
379 [0, 8] 13.200000000000001 59 269238 16490
380 [4, 8] 71.93 44 269337 16493
381 [4, 8] 76.0 50 269387 16494
382 [5, 8] 70.9 47 269434 16495
383 [3, 8] 32.289999999999985 59 269493 16496
384 [0, 7] 10.510000000000007 65 269600 16499
385 [5, 8] 51.38 56 269817 16502
386 [3, 8] 65.935 48 269917 16504
387 [3, 8] 34.419999999999995 65 269982 16505
388 [0, 7] 49.64000000000001 44 270066 16508
389 [5, 8] 65.20000000000002 53 270439 16519
390 [0, 7] 14.044999999999998 52 270505 16521
391 [5, 8] 70.00500000000001 47 270552 16522
392 [5, 8] 76.985 50 270692 16525
393 [4, 8] 35.935 50 270756 16527
394 [4, 8] 30.614999999999995 42 271456 16542
395 [3, 8] 68.89500000000001 44 271646 16547
396 [4, 8] 69.795 45 271691 16548
397 [3, 8] 24.15 58 271749 16549
398 [5, 8] 74.17500000000001 54 271816 16551
399 [3, 8] 50.635000000000005 41 271963 16556
400 [5, 8] 12.895000000000003 54 272017 16557
401 [4, 8] 30.064999999999998 52 272069 16558
402 [5, 8] 58.26500000000001 53 272141 16564
403 [4, 8] 70.78500000000001 46 272187 16565
404 [3, 8] 46.970000000000006 52 272249 16567
405 [4, 8] 61.085000000000015 58 272381 16570
406 [5, 8] 59.10500000000001 49 272603 16579
407 [4, 8] 48.86000000000001 45 272933 16590
408 [2, 8] 54.34000000000001 56 273120 16598
409 [2, 8] 80.97999999999999 44 273180 16600
410 [0, 7] 28.705 45 273452 16609
411 [4, 8] 48.755 43 273594 16612
412 [5, 8] 39.105000000000004 50 273644 16613
413 [3, 8] 61.78000000000001 47 273730 16616
414 [0, 8] -18.935000000000002 92 273822 16617
415 [4, 8] 40.12 56 274033 16622
416 [5, 8] 59.89000000000001 46 274224 16632
417 [4, 8] 59.96000000000001 50 274429 16639
418 [5, 8] 47.905 47 274524 16641
419 [5, 8] 77.15999999999998 52 274576 16642
420 [0, 8] 42.035000000000004 55 274949 16653
421 [4, 8] 79.065 49 275087 16658
422 [5, 8] 29.874999999999993 50 275187 16662
423 [3, 8] 70.95500000000001 47 275513 16670
424 [4, 8] 24.059999999999995 53 275575 16672
425 [5, 8] 50.80000000000001 45 275627 16674
426 [3, 8] 38.08500000000001 50 275694 16678
427 [4, 8] 58.11000000000001 49 275743 16679
428 [0, 6] 48.86000000000001 49 275795 16681
429 [5, 8] 54.02500000000001 50 275845 16682
430 [0, 7] 50.82500000000002 46 276046 16688
431 [4, 8] 45.47500000000001 60 276109 16690
432 [5, 8] 59.02500000000001 51 276337 16696
433 [5, 8] 32.325 64 276436 16698
434 [3, 8] 37.81999999999999 47 276773 16703
435 [5, 8] 36.610000000000014 64 277072 16713
436 [5, 8] 81.925 46 277209 16717
437 [0, 7] 27.084999999999994 53 277397 16723
438 [4, 8] 48.61500000000001 66 277466 16725
439 [2, 8] 79.97 48 277514 16726
440 [4, 8] 70.005 50 277564 16727
441 [3, 8] 65.87 48 277760 16734
442 [0, 7] -24.339999999999968 110 277875 16736
443 [5, 8] 31.83500000000001 80 277955 16737
444 [5, 8] 67.19500000000001 55 278098 16741
445 [4, 8] 52.89000000000001 46 278319 16743
446 [4, 8] 46.590000000000025 66 278487 16747
447 [5, 8] 70.93 47 278797 16750
448 [4, 8] 46.935 50 278857 16752
449 [4, 8] 49.640000000000015 64 278921 16753
450 [4, 8] 44.09000000000002 54 279050 16755
451 [3, 8] 43.39500000000001 61 279143 16757
452 [0, 8] 30.694999999999993 45 279239 16760
453 [4, 8] 56.06500000000001 53 279292 16761
454 [0, 7] 30.975 50 279421 16766
455 [5, 8] 58.010000000000005 46 279467 16767
456 [4, 8] 60.73500000000001 45 279517 16769
457 [4, 8] 39.13 41 279558 16770
458 [4, 8] 56.015000000000015 52 279610 16771
459 [0, 8] 23.165000000000003 61 279855 16776
460 [4, 8] 22.765000000000008 64 280120 16778
461 [0, 7] 59.000000000000014 52 280221 16781
462 [0, 5] 10.880000000000004 55 280294 16783
463 [5, 8] 65.28000000000002 53 280360 16785
464 [4, 8] 56.135000000000005 52 280447 16788
465 [0, 8] 53.24500000000001 55 280588 16791
466 [0, 6] 26.529999999999994 44 280674 16793
467 [4, 8] 65.12 52 280834 16798
468 [4, 8] 9.870000000000008 50 280929 16801
469 [2, 8] 56.91 47 281046 16807
470 [5, 8] 80.99499999999999 46 281233 16810
471 [4, 8] 31.98000000000001 52 281334 16812
472 [3, 8] 7.889999999999996 51 281715 16818
473 [4, 8] 46.30499999999999 55 281958 16827
474 [3, 8] 46.53000000000001 64 282078 16830
475 [4, 8] 15.424999999999983 70 282148 16831
476 [5, 8] 72.81 44 282202 16833
477 [2, 8] 37.30999999999999 61 282297 16835
478 [5, 8] 79.10499999999999 50 282579 16842
479 [5, 8] 57.215 52 282631 16843
480 [0, 7] 41.54999999999999 42 282673 16844
481 [0, 8] -124.9249999999999 165 282942 16849
482 [0, 8] 1.1050000000000075 82 283118 16852
483 [5, 8] 33.129999999999995 65 283386 16859
484 [5, 8] 37.04499999999999 55 283441 16860
485 [5, 8] 69.05 50 283548 16864
486 [0, 7] 59.97500000000001 48 283704 16867
487 [2, 8] 56.925 49 283970 16871
488 [5, 8] 66.12 51 284021 16872
489 [3, 8] 34.625 61 284365 16882
490 [5, 8] 69.125 51 284421 16884
491 [4, 8] 47.17 52 284531 16887
492 [5, 8] 33.84 49 284580 16888
493 [3, 8] 79.15 48 284669 16891
494 [5, 8] 62.47000000000002 57 284726 16892
495 [3, 8] 50.655 42 284776 16895
496 [4, 8] 63.08500000000001 50 284874 16897
497 [5, 8] 69.32499999999999 66 284985 16900
498 [0, 7] 60.00500000000001 46 285201 16908
499 [4, 8] -42.92000000000003 144 285487 16913
500 [2, 8] 67.72 46 285826 16920
501 [4, 8] 71.77000000000001 42 285932 16922
502 [0, 6] -18.709999999999997 83 286095 16925
503 [2, 8] 60.900000000000006 46 286239 16927
504 [3, 8] 52.335 62 286307 16929
505 [4, 8] 58.64500000000001 46 286353 16930
506 [5, 8] 39.68 70 286459 16936
507 [3, 8] 63.10500000000002 52 286594 16943
508 [4, 8] 66.92 46 286640 16944
509 [5, 8] 32.39999999999999 75 286938 16948
510 [4, 8] 72.82500000000002 42 287024 16950
511 [2, 8] 38.599999999999994 66 287090 16951
512 [4, 8] 67.25 53 287143 16952
513 [0, 4] 26.499999999999993 44 287199 16954
514 [4, 8] 70.775 44 287243 16955
515 [4, 8] 50.005 51 287339 16958
516 [2, 8] 49.63 64 287403 16959
517 [2, 8] 57.250000000000014 53 287466 16962
518 [5, 8] 77.16 50 287516 16963
519 [3, 8] 33.91499999999999 52 287568 16964
520 [4, 8] 60.01500000000001 50 287648 16966
521 [5, 8] 48.07000000000001 53 287788 16972
522 [5, 8] 78.145 50 287893 16976
523 [4, 8] 24.314999999999984 89 288097 16980
524 [4, 8] 24.590000000000003 61 288158 16981
525 [5, 8] 57.42500000000002 58 288594 16991
526 [5, 8] 41.83 45 288639 16992
527 [5, 8] 62.45 64 288759 16995
528 [5, 8] 68.11000000000001 51 288810 16996
529 [3, 8] 39.895 47 288907 16999
530 [3, 8] 68.11000000000001 53 288960 17000
531 [2, 8] 59.19500000000001 51 289011 17001
532 [5, 8] 67.18500000000002 51 289067 17003
533 [4, 8] 46.484999999999985 59 289163 17005
534 [5, 8] 63.25000000000001 52 289241 17008
535 [4, 8] 27.834999999999997 47 289288 17009
536 [5, 8] 48.144999999999996 60 289369 17012
537 [4, 8] 52.785000000000004 44 289413 17013
538 [5, 8] 78.94999999999999 48 289461 17014
539 [3, 8] 51.745000000000005 43 289504 17015
540 [5, 8] 64.19 53 289572 17017
541 [5, 8] 67.28999999999999 53 289706 17020
542 [5, 8] 61.95500000000001 47 289753 17021
543 [3, 8] 57.30000000000002 55 289834 17024
544 [3, 8] 69.97500000000001 47 289885 17026
545 [4, 8] 48.41000000000001 65 289950 17027
546 [4, 8] 61.92000000000001 46 290049 17030
547 [5, 8] 69.94500000000001 47 290106 17032
548 [5, 8] 59.63 45 290151 17033
549 [5, 8] 61.760000000000005 44 290214 17036
550 [5, 8] 39.875 49 290328 17040
551 [4, 8] 80.93499999999999 48 290376 17041
552 [4, 8] 79.08999999999999 48 290446 17044
553 [4, 8] 67.125 52 290498 17045
554 [2, 8] 76.25499999999998 52 290550 17046
555 [4, 8] 38.03999999999999 50 290719 17054
556 [2, 8] 58.900000000000006 48 290767 17055
557 [4, 8] -24.059999999999995 111 290915 17058
558 [3, 8] 66.22500000000002 55 290977 17060
559 [3, 8] 27.359999999999992 62 291039 17061
560 [5, 8] 50.845000000000006 45 291333 17064
561 [4, 8] 60.84000000000001 45 291422 17066
562 [5, 8] 71.44000000000001 58 291480 17067
563 [2, 8] 50.949999999999996 49 291529 17068
564 [3, 8] 35.075 59 291588 17069
565 [4, 8] 61.81500000000001 42 291630 17070
566 [2, 8] 54.335 57 291781 17073
567 [5, 8] 40.83 47 291987 17077
568 [5, 8] 57.105000000000004 57 292049 17079
569 [5, 8] 66.12500000000003 52 292574 17088
570 [5, 8] 66.21000000000002 52 292626 17089
571 [5, 8] 60.02 49 292827 17093
572 [3, 8] 63.155000000000015 54 292881 17094
573 [3, 8] 70.94000000000001 47 293009 17097
574 [2, 8] 49.010000000000005 51 293157 17102
575 [5, 8] 80.995 46 293221 17106
576 [5, 8] 66.185 55 293282 17108
577 [5, 8] 49.760000000000005 48 293396 17111
578 [0, 8] 13.940000000000001 76 293472 17112
579 [4, 8] 54.930000000000014 53 293561 17115
580 [5, 8] 55.94500000000001 48 293609 17116
581 [4, 8] 35.56 67 293721 17118
582 [5, 8] 48.86000000000001 48 293835 17120
583 [4, 8] 61.540000000000006 59 294227 17125
584 [5, 8] 59.155 51 294285 17127
585 [0, 3] 19.36 39 294359 17130
586 [5, 8] 79.07999999999998 50 294409 17131
