115 [5, 8] 72.4 56 195634 14684
116 [3, 8] 66.98500000000001 54 195817 14690
117 [0, 6] -7.444999999999997 54 196391 14711
118 [2, 8] 47.24000000000001 57 196885 14731
119 [5, 8] 34.504999999999995 45 197220 14738
120 [4, 8] 55.08500000000001 52 197448 14753
121 [4, 8] 33.22 53 197783 14765
122 [4, 8] 51.005 49 197896 14770
123 [5, 8] 65.11999999999999 51 198010 14775
124 [3, 8] 21.229999999999986 73 198197 14780
125 [3, 8] 59.005 48 198264 14783
126 [3, 8] 23.119999999999997 56 198892 14803
127 [2, 8] 47.15 54 198986 14807
128 [5, 8] 27.96999999999999 78 199225 14814
129 [5, 8] 70.985 49 199274 14815
130 [4, 8] 38.684999999999974 71 199367 14818
131 [2, 8] 51.035 48 199474 14821
132 [3, 8] 58.010000000000005 50 199524 14822
133 [3, 8] 57.190000000000005 51 199651 14824
134 [2, 8] 23.675000000000004 68 199907 14829
135 [5, 8] -16.905000000000005 57 200186 14836
136 [4, 8] 55.00000000000001 53 200286 14838
137 [4, 8] 31.690000000000012 80 200515 14843
138 [4, 8] 0.12500000000000533 59 200732 14850
139 [2, 8] 61.28000000000001 57 200869 14853
140 [4, 8] 26.154999999999994 57 200937 14856
141 [5, 8] 51.46999999999999 58 201088 14861
142 [5, 8] 39.984999999999985 55 201143 14862
143 [5, 8] 47.07 58 201235 14864
144 [2, 8] 7.135000000000001 62 201457 14876
145 [5, 8] -74.84500000000001 121 201578 14877
146 [2, 8] 17.76 58 201788 14886
147 [4, 8] 63.18000000000001 54 201842 14887
148 [3, 8] 20.49000000000001 63 202147 14894
149 [5, 8] 24.589999999999996 43 202240 14899
150 [5, 8] 39.36 60 202300 14900
151 [3, 8] 62.575 40 202414 14903
152 [5, 8] 39.36500000000001 60 202598 14907
153 [4, 8] 50.62500000000001 41 202639 14908
154 [5, 8] 62.19500000000001 55 202705 14910
155 [5, 8] 68.08500000000001 49 202754 14911
156 [5, 8] 11.59 66 203278 14927
157 [4, 8] 54.910000000000004 46 203361 14929
158 [4, 8] -8.869999999999997 64 203575 14933
159 [5, 8] 73.31000000000003 54 203653 14936
160 [2, 8] 49.86 46 203699 14937
161 [5, 8] 27.324999999999996 87 203789 14939
162 [4, 8] 28.609999999999992 65 203942 14944
163 [4, 8] 40.6 41 204195 14953
164 [5, 8] 64.215 52 204371 14959
165 [5, 8] 32.16 61 204432 14960
166 [5, 8] 25.220000000000006 64 204604 14972
167 [3, 8] 50.335 37 205232 14990
168 [5, 8] 10.009999999999998 55 205308 14993
169 [5, 8] 11.209999999999997 57 205365 14994
170 [5, 8] 8.559999999999999 65 205430 14995
171 [3, 8] -123.43999999999983 167 205706 14998
172 [3, 8] 55.455000000000005 42 205904 15001
173 [4, 8] 34.05 54 206028 15006
174 [5, 8] 65.31 55 206083 15007
175 [4, 8] 16.669999999999995 67 206531 15018
176 [5, 8] 16.894999999999996 50 206658 15022
177 [0, 8] 27.929999999999996 50 206894 15030
178 [4, 8] 41.099999999999994 82 206998 15032
179 [2, 8] 56.015 52 207250 15044
180 [5, 8] 62.86500000000001 44 207297 15046
181 [3, 8] 53.27000000000002 57 207354 15047
182 [4, 8] 70.055 50 207415 15049
183 [2, 8] 51.665 71 207486 15050
184 [4, 8] 47.175000000000004 58 207733 15059
185 [5, 8] 68.15 51 207853 15063
186 [2, 8] 67.875 46 208354 15085
187 [4, 8] 20.84 51 208779 15095
188 [4, 8] 50.015 49 208968 15104
189 [4, 8] 29.134999999999998 53 209233 15115
190 [5, 8] 15.209999999999997 60 209293 15116
191 [4, 8] 62.46000000000001 60 209403 15119
192 [4, 8] 31.910000000000004 53 209699 15131
193 [5, 8] 51.910000000000004 52 209751 15132
194 [2, 8] 0.8749999999999876 59 209944 15138
195 [5, 8] 27.185000000000002 60 210091 15142
196 [5, 8] 49.1 52 210319 15149
197 [3, 8] 35.275000000000006 59 210378 15150
198 [3, 8] 24.884999999999994 49 210460 15155
199 [4, 8] 36.724999999999994 46 210626 15161
200 [4, 8] 55.215 54 210790 15167
201 [4, 8] 39.62 42 210842 15169
202 [4, 8] 55.04 51 210933 15172
203 [4, 8] 34.95 51 211048 15175
204 [2, 8] 48.154999999999994 57 211239 15183
205 [4, 8] 61.085 48 211330 15185
206 [4, 8] 32.775 53 211417 15187
207 [5, 8] 46.145 52 211752 15198
208 [5, 8] 74.375 54 211967 15206
209 [5, 8] 52.86500000000001 44 212011 15207
210 [4, 8] 34.900000000000006 49 212148 15210
211 [5, 8] 56.04 49 212206 15213
212 [5, 8] 14.08 54 212275 15215
213 [4, 8] 69.95500000000001 49 212324 15216
214 [4, 8] 46.26000000000002 52 212392 15218
215 [5, 8] 76.24 52 212473 15222
216 [4, 8] -0.6200000000000063 63 212739 15232
217 [5, 8] 46.93499999999999 72 212811 15233
218 [3, 8] 28.074999999999996 52 213252 15253
219 [5, 8] 32.47 45 213297 15254
220 [2, 8] 53.145 52 213443 15258
221 [4, 8] 57.09000000000002 52 213502 15260
222 [3, 8] 43.26500000000003 59 213561 15261
223 [2, 8] 26.090000000000003 52 213740 15268
224 [4, 8] 51.870000000000005 48 214162 15285
225 [4, 8] 32.47500000000001 61 214230 15287
226 [5, 8] 64.69999999999999 64 214294 15288
227 [4, 8] 49.97500000000001 49 214389 15290
228 [4, 8] 55.42500000000002 57 214489 15292
229 [3, 8] 43.94000000000001 56 214545 15293
230 [5, 8] 34.370000000000005 57 214602 15294
231 [0, 6] 21.790000000000006 50 214910 15306
232 [5, 8] 57.805 47 214957 15307
233 [5, 8] 15.72000000000001 72 215029 15308
234 [5, 8] 44.08 64 215395 15320
235 [5, 8] 34.20500000000001 56 215469 15324
236 [5, 8] 63.29500000000001 59 215528 15325
237 [2, 8] 58.95 51 215645 15329
238 [5, 8] 55.23000000000001 53 215913 15338
239 [4, 8] 63.13500000000001 50 216062 15341
240 [4, 8] -5.110000000000005 111 216198 15344
241 [3, 8] 62.84000000000001 44 216242 15345
242 [5, 8] 59.305 38 216423 15351
243 [3, 8] 39.775 45 216523 15354
244 [3, 8] 33.93 51 216769 15363
245 [4, 8] 60.79500000000001 43 216826 15365
246 [4, 8] 38.93 51 216877 15366
247 [4, 8] 34.245000000000005 55 216964 15370
248 [2, 8] 1.0200000000000102 103 217076 15372
249 [3, 8] 38.890000000000015 70 217151 15374
250 [3, 8] 39.35499999999999 37 217322 15382
251 [3, 8] 50.19000000000002 53 217524 15387
252 [5, 8] 61.450000000000024 59 217772 15394
253 [0, 5] 14.630000000000004 48 217820 15395
254 [0, 3] -36.86999999999998 73 217893 15396
255 [5, 8] 56.49 64 217962 15398
256 [5, 8] 64.45 59 218222 15405
257 [3, 8] 65.14000000000001 52 218296 15407
258 [5, 8] 64.33000000000001 57 218403 15409
259 [2, 8] -3.669999999999993 111 218532 15412
260 [0, 7] 30.72499999999999 44 218702 15418
261 [0, 6] 29.669999999999998 44 218772 15421
262 [5, 8] 24.495000000000008 62 218834 15422
263 [3, 8] 29.214999999999996 62 219080 15435
264 [4, 8] 51.32000000000001 62 219233 15440
265 [5, 8] 58.095000000000006 53 219409 15452
266 [3, 8] 38.150000000000006 53 219601 15458
267 [2, 8] 52.265 57 219658 15459
268 [4, 8] 49.070000000000014 50 219708 15460
269 [5, 8] 45.2 54 219778 15463
270 [4, 8] 24.009999999999998 53 220087 15473
271 [5, 8] 81.97 44 220131 15474
272 [5, 8] 69.12 49 220180 15475
273 [2, 8] 69.85500000000002 46 220704 15490
274 [4, 8] 68.88000000000001 45 220910 15495
275 [5, 8] 47.78 47 220962 15497
276 [0, 7] 8.169999999999986 56 221113 15501
277 [5, 8] 56.30500000000001 56 221217 15505
278 [5, 8] 76.10499999999999 52 221269 15506
279 [5, 8] 64.215 54 221369 15510
280 [4, 8] 35.984999999999985 50 221419 15511
281 [5, 8] 37.405 58 221490 15514
282 [4, 8] 24.184999999999995 54 221557 15516
283 [3, 8] 2.884999999999999 54 221611 15517
284 [5, 8] 53.06 58 221776 15519
285 [5, 8] 54.18 51 221877 15521
286 [2, 8] 40.38499999999999 58 221935 15522
287 [5, 8] 30.014999999999997 56 222078 15526
288 [5, 8] 53.475 60 222259 15532
289 [2, 8] 19.83 77 222357 15535
290 [4, 8] 58.86 44 222410 15537
291 [4, 8] 54.175 53 222521 15542
292 [2, 8] 62.80000000000002 70 222796 15548
293 [2, 8] 5.915000000000015 128 223030 15553
294 [5, 8] 54.99500000000001 51 223081 15554
295 [0, 7] 49.90000000000001 46 223268 15560
296 [2, 8] 53.925000000000004 53 223494 15566
297 [5, 8] 58.88 45 223635 15571
298 [4, 8] 63.225 57 223789 15575
299 [3, 8] 47.25500000000002 56 224051 15584
300 [4, 8] 25.285000000000004 57 224113 15586
301 [4, 8] 39.129999999999995 52 224177 15589
302 [4, 8] -3.869999999999994 55 224235 15591
303 [2, 8] 19.090000000000003 88 224370 15594
304 [0, 7] 18.85 48 224418 15595
305 [5, 8] 59.01 46 224595 15601
306 [5, 8] 48.03999999999999 51 224646 15602
307 [5, 8] 30.955 51 224793 15607
308 [4, 8] 43.41500000000002 59 224852 15608
309 [2, 8] 48.90000000000003 74 224964 15610
310 [4, 8] 28.984999999999996 52 225016 15611
311 [5, 8] 53.21 56 225114 15613
312 [5, 8] 69.14999999999999 50 225587 15625
313 [4, 8] 59.80500000000001 46 225806 15635
314 [5, 8] 10.600000000000003 67 225951 15639
315 [2, 8] 37.864999999999995 50 226104 15646
316 [5, 8] 61.04500000000001 48 226168 15648
317 [4, 8] 39.075 53 226221 15649
318 [4, 8] 52.290000000000006 35 226273 15652
319 [3, 8] 35.94 52 226330 15654
320 [5, 8] 40.68 42 226543 15658
321 [5, 8] 60.769999999999996 46 226695 15665
322 [3, 8] 78.16499999999999 52 226747 15666
323 [4, 8] 51.33 57 226960 15670
324 [0, 8] 8.79 49 227009 15671
325 [0, 7] 34.18500000000002 52 227119 15674
326 [5, 8] 44.835 49 227183 15676
327 [0, 8] 8.045 53 227381 15683
328 [0, 8] 41.31 60 227500 15685
329 [2, 8] 48.99 49 227764 15694
330 [2, 8] 54.64000000000001 67 227831 15695
331 [2, 8] 42.30500000000001 63 228093 15699
332 [4, 8] 76.16000000000001 50 228143 15700
333 [3, 8] 59.835 46 228232 15703
334 [2, 8] -4.855 85 228326 15705
335 [5, 8] 71.025 49 228437 15708
336 [4, 8] 61.95 45 228676 15714
337 [4, 8] 48.625000000000014 61 228916 15722
338 [2, 8] 50.830000000000005 45 228961 15723
339 [5, 8] 66.23499999999999 53 229044 15725
340 [5, 8] 59.03 48 229174 15727
341 [5, 8] 66.38000000000001 57 229231 15728
342 [4, 8] 49.91000000000001 47 229469 15736
343 [5, 8] 80.11 49 229518 15737
344 [4, 8] 64.75 66 229584 15738
345 [5, 8] 79.05499999999999 46 229940 15745
346 [0, 8] 36.004999999999995 50 229990 15746
347 [0, 7] 60.015 46 230090 15750
348 [0, 8] 37.89 46 230168 15753
349 [5, 8] 53.86000000000001 48 230264 15756
350 [3, 8] 36.374999999999986 61 230325 15757
351 [5, 8] 52.205000000000005 55 230642 15763
352 [4, 8] 53.365 56 230711 15765
353 [4, 8] 70.20000000000002 51 230816 15767
354 [3, 8] 38.31000000000002 56 230872 15768
355 [0, 6] 15.524999999999999 47 231185 15774
356 [0, 8] 11.979999999999999 55 231457 15784
357 [5, 8] 37.215 55 231570 15787
358 [5, 8] 55.82000000000001 48 231618 15788
359 [5, 8] 42.31 59 231816 15793
360 [0, 8] -0.2850000000000019 46 231916 15796
361 [3, 8] 47.815000000000005 47 232006 15798
362 [2, 8] 59.765 42 232101 15802
363 [5, 8] 60.695 42 232194 15805
364 [4, 8] 68.34 54 232327 15808
365 [4, 8] 65.20000000000002 51 232378 15809
366 [0, 8] 58.05500000000001 49 232431 15811
367 [3, 8] 60.94500000000001 48 232479 15812
368 [4, 8] 57.21500000000001 52 232531 15813
369 [4, 8] 65.23 53 232631 15816
370 [5, 8] 68.855 45 233006 15828
371 [4, 8] 46.97500000000001 48 233062 15830
372 [5, 8] 68.84 44 233106 15831
373 [4, 8] 59.405 42 233148 15832
374 [2, 8] 22.085 58 233211 15834
375 [0, 8] 21.689999999999998 46 233313 15838
376 [5, 8] 39.05499999999999 50 233453 15841
377 [0, 7] 29.129999999999995 58 233533 15844
378 [5, 8] 53.15 53 233718 15850
379 [2, 8] 39.754999999999995 44 233767 15852
380 [3, 8] 54.1 52 233819 15853
381 [4, 8] 70.805 44 233982 15857
382 [0, 6] 35.775 46 234145 15861
383 [5, 8] 47.825 45 234190 15862
384 [4, 8] 79.93499999999999 46 234356 15866
385 [3, 8] 76.02 50 234515 15873
386 [5, 8] 62.705000000000005 41 234640 15881
387 [5, 8] 54.93000000000001 49 234689 15882
388 [0, 7] 36.92999999999999 48 234737 15883
389 [2, 8] 40.925 47 234802 15885
390 [0, 8] 40.730000000000004 42 234951 15890
391 [5, 8] 56.995000000000005 54 235005 15891
392 [0, 6] -11.755000000000006 110 235118 15893
393 [4, 8] 58.92500000000001 47 235190 15896
394 [5, 8] 44.785000000000004 48 235238 15897
395 [5, 8] 35.469999999999985 59 235405 15903
396 [3, 8] 32.0 71 235476 15904
397 [5, 8] 49.940000000000005 46 235522 15905
398 [0, 8] 29.999999999999993 50 235572 15906
399 [3, 8] 55.095000000000006 49 235643 15909
400 [5, 8] 32.93999999999999 48 235691 15910
401 [4, 8] 55.470000000000006 42 235771 15912
402 [5, 8] 58.199999999999996 50 235821 15913
403 [5, 8] 59.085000000000015 49 236010 15918
404 [5, 8] 40.785 68 236155 15921
405 [3, 8] 48.75000000000001 45 236200 15922
406 [2, 8] 67.945 49 236277 15925
407 [0, 7] 12.229999999999999 59 236346 15927
408 [0, 7] 60.905000000000015 48 236394 15928
409 [3, 8] 37.644999999999996 45 236461 15932
410 [2, 8] 28.815 49 236510 15933
411 [5, 8] 38.459999999999994 40 236550 15934
412 [5, 8] 38.53999999999999 46 236603 15936
413 [3, 8] 32.160000000000004 57 236737 15942
414 [4, 8] 49.705 45 236818 15944
415 [3, 8] 47.93500000000001 46 236924 15947
416 [3, 8] 58.010000000000005 48 237094 15954
417 [5, 8] 34.38499999999999 57 237210 15959
418 [4, 8] 61.85 45 237308 15962
419 [5, 8] 52.230000000000004 53 237372 15964
420 [0, 6] 19.629999999999995 47 237439 15967
421 [0, 6] 9.530000000000003 45 237484 15968
422 [2, 8] 59.790000000000006 46 237530 15969
423 [2, 8] 53.370000000000005 58 237588 15970
424 [2, 8] 69.015 48 237639 15972
425 [3, 8] 78.03 48 237734 15975
426 [5, 8] 45.72 68 237893 15980
427 [5, 8] 64.28999999999999 56 238155 15992
428 [0, 6] 13.674999999999997 51 238206 15993
429 [5, 8] 46.18000000000001 53 238288 15995
430 [2, 8] 17.635000000000005 46 238334 15996
431 [5, 8] 57.07500000000001 50 238449 16000
432 [4, 8] 34.254999999999995 56 238524 16002
433 [0, 8] 40.925 47 238614 16004
434 [4, 8] 56.18500000000001 55 238672 16006
435 [0, 6] 34.995 52 238844 16010
436 [5, 8] 48.05000000000001 51 238895 16011
437 [4, 8] 79.22999999999998 50 238960 16015
438 [2, 8] 56.98 51 239011 16016
439 [4, 8] 78.03999999999999 48 239059 16017
440 [5, 8] 49.63 43 239136 16019
441 [4, 8] 69.92 48 239184 16020
442 [2, 8] 13.140000000000002 63 239247 16021
443 [5, 8] 68.03 48 239379 16030
444 [3, 8] 61.68 40 239422 16032
445 [0, 7] 18.770000000000003 46 239478 16034
446 [2, 8] 18.825000000000003 48 239531 16036
447 [5, 8] 30.995000000000005 53 239708 16042
448 [5, 8] 59.875 42 239880 16048
449 [0, 7] 48.86 46 239926 16049
450 [5, 8] 70.94000000000001 45 240063 16054
451 [5, 8] 59.74 42 240135 16058
452 [4, 8] 56.7 44 240331 16066
453 [0, 7] 40.73 42 240426 16069
454 [2, 8] 36.98 52 240478 16070
455 [0, 8] 30.379999999999995 59 240574 16073
456 [3, 8] 60.875 45 240675 16075
457 [5, 8] 70.98 44 240818 16084
458 [5, 8] 76.21 55 240944 16087
459 [5, 8] 64.16 52 241103 16091
460 [3, 8] 76.395 54 241259 16098
461 [5, 8] 65.30000000000001 57 241316 16099
462 [0, 5] -17.549999999999997 82 241451 16101
463 [5, 8] 66.32999999999998 58 241562 16105
464 [2, 8] 52.334999999999994 59 241621 16106
465 [4, 8] 56.155 53 241748 16113
466 [4, 8] 40.07500000000001 50 241852 16116
467 [4, 8] 50.825 44 241947 16119
468 [5, 8] 59.0 48 241995 16120
469 [4, 8] 67.19999999999999 52 242078 16124
470 [5, 8] 48.035000000000004 51 242176 16126
471 [5, 8] 30.18499999999999 54 242303 16131
472 [2, 8] 65.465 61 242372 16133
473 [0, 7] 15.125000000000002 54 242430 16135
474 [4, 8] 45.21500000000002 56 242525 16137
475 [4, 8] 60.85 45 242570 16138
476 [2, 8] 46.98 50 242663 16140
477 [0, 8] 47.055000000000014 50 242780 16144
478 [0, 8] 13.969999999999999 52 242832 16145
479 [2, 8] 44.169999999999995 57 243182 16152
480 [5, 8] 59.75 44 243226 16153
481 [5, 8] 70.98 49 243336 16157
482 [4, 8] 43.24000000000001 57 243482 16160
483 [2, 8] 10.234999999999996 38 243588 16165
484 [0, 7] 32.495 38 243626 16166
485 [2, 8] 31.1 62 243728 16169
486 [5, 8] 48.74000000000001 44 243868 16174
487 [3, 8] 72.20500000000001 58 243926 16175
488 [4, 8] 34.239999999999995 56 244037 16177
489 [5, 8] 61.96500000000001 47 244084 16178
490 [4, 8] 41.30500000000001 59 244263 16184
491 [4, 8] 57.030000000000015 51 244492 16191
492 [0, 6] -9.95 61 244579 16194
493 [4, 8] 69.97500000000001 47 244885 16206
494 [4, 8] 71.97500000000001 47 245070 16210
495 [5, 8] 54.27 54 245183 16212
496 [3, 8] 39.709999999999994 48 245231 16213
497 [4, 8] 70.94000000000001 49 245351 16216
498 [4, 8] 52.23000000000001 60 245458 16219
499 [4, 8] 80.115 50 245594 16222
500 [5, 8] 72.34 60 245690 16224
501 [5, 8] 72.7 40 245782 16227
502 [2, 8] 38.74499999999999 45 245827 16228
503 [5, 8] 70.025 49 245899 16231
504 [5, 8] 56.07000000000001 51 246025 16234
505 [0, 8] 46.905 52 246084 16236
506 [4, 8] 71.86500000000001 44 246181 16239
507 [4, 8] 39.92 46 246227 16240
508 [5, 8] 77.085 52 246279 16241
509 [5, 8] 79.165 48 246327 16242
510 [0, 7] 41.709999999999994 60 246507 16247
511 [0, 5] 31.37 62 246569 16248
512 [5, 8] 42.074999999999996 53 246674 16250
513 [0, 8] 13.68 50 246735 16252
514 [5, 8] 80.08999999999999 50 246785 16253
515 [5, 8] 59.105 51 246836 16254
516 [4, 8] 38.795 44 246952 16261
517 [5, 8] 69.84 44 246996 16262
518 [2, 8] 30.080000000000002 53 247054 16264
519 [5, 8] 50.790000000000006 47 247101 16265
520 [3, 8] 67.14500000000001 55 247259 16270
521 [2, 8] 69.84 46 247431 16274
522 [2, 8] 41.889999999999986 50 247481 16275
523 [5, 8] 27.22500000000001 57 247591 16277
524 [5, 8] 59.01500000000001 51 247642 16278
525 [0, 7] 42.040000000000006 52 247734 16280
526 [3, 8] 40.00000000000001 52 247874 16283
527 [0, 8] 17.169999999999995 61 247935 16284
528 [0, 8] 37.050000000000004 54 248024 16287
529 [5, 8] 49.70500000000001 46 248225 16295
530 [5, 8] 62.29000000000001 60 248285 16296
531 [4, 8] 57.04000000000001 50 248349 16298
532 [4, 8] 58.26000000000002 53 248475 16304
533 [4, 8] 45.325 56 248543 16306
534 [5, 8] 25.029999999999994 52 248792 16313
535 [3, 8] 26.40499999999999 61 249144 16318
536 [0, 8] 49.17500000000001 52 249196 16319
537 [3, 8] 51.82500000000001 45 249264 16322
538 [0, 5] -0.5700000000000038 85 249392 16325
539 [3, 8] 69.09 49 249452 16327
540 [4, 8] 74.355 54 249515 16329
541 [4, 8] 65.93 48 249563 16330
542 [5, 8] 47.980000000000004 49 249764 16337
543 [5, 8] 23.965000000000003 52 249856 16340
544 [5, 8] 57.074999999999996 51 249932 16344
545 [0, 6] 47.82500000000001 50 249982 16345
546 [5, 8] 68.035 48 250030 16346
547 [5, 8] 48.17 52 250147 16351
548 [2, 8] 52.620000000000005 41 250197 16353
549 [5, 8] 67.13500000000002 50 250247 16354
550 [4, 8] 48.045 48 250318 16357
551 [0, 6] 26.895 50 250368 16358
552 [5, 8] 28.859999999999992 49 250431 16360
553 [0, 7] 47.93500000000002 50 250501 16362
554 [4, 8] 61.845000000000006 45 250709 16367
555 [2, 8] 33.864999999999995 53 250928 16375
556 [2, 8] 66.98500000000001 50 251030 16377
557 [5, 8] 59.12500000000001 51 251133 16379
558 [4, 8] 67.15 53 251225 16381
559 [0, 6] 36.69499999999999 46 251302 16383
560 [4, 8] 38.33 62 251412 16387
561 [4, 8] 8.680000000000001 47 251476 16390
562 [0, 8] 38.010000000000005 51 251635 16395
563 [3, 8] 55.85000000000001 48 251683 16396
564 [4, 8] 57.04500000000001 51 251776 16399
565 [5, 8] 71.81 42 251850 16403
566 [4, 8] 76.12499999999999 52 251902 16404
567 [3, 8] 59.24499999999999 56 252030 16407
568 [0, 7] 9.990000000000006 56 252120 16411
569 [5, 8] 66.22999999999999 52 252172 16412
570 [4, 8] 30.32999999999999 59 252270 16415
571 [5, 8] 40.78 42 252328 16418
572 [4, 8] 55.44500000000001 61 252410 16421
573 [4, 8] 65.13 53 252533 16423
574 [5, 8] 57.97500000000001 50 252639 16426
575 [3, 8] 67.965 48 252694 16428
576 [4, 8] 40.864999999999995 48 252742 16429
577 [4, 8] 47.04500000000001 51 252793 16430
578 [0, 8] 45.22000000000001 54 252868 16433
579 [3, 8] 81.94500000000001 46 252914 16434
580 [2, 8] 68.85 47 253011 16436
581 [2, 8] 59.86500000000001 44 253156 16439
582 [4, 8] 67.61 66 253266 16441
583 [5, 8] 68.155 50 253316 16442
584 [4, 8] 46.21500000000001 54 253430 16445
585 [4, 8] 39.525 40 253470 16446
586 [4, 8] 47.10000000000001 52 253522 16447
587 [3, 8] 56.86000000000001 48 253627 16450
588 [0, 8] 39.015 51 253764 16453
589 [2, 8] 51.215 55 253830 16456
590 [5, 8] 65.23500000000001 55 253923 16458
591 [2, 8] 36.01499999999999 52 253980 16460
592 [5, 8] 68.98500000000001 46 254126 16466
593 [2, 8] 17.955 52 254239 16468
